Pos,ID,Name,BV,SV,Team,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,52,Davis,5.4,5.4,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,53,Kamara,4.8,4.8,Aston Villa,83,2.52,83,2.6,76,2.12,76,2.24,75,2.59
F,54,Archer,4.2,4.2,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,57,Smith,4.4,4.4,Bournemouth,76,3.3,72,1.66,66,1.8,67,2.33,64,1.25
M,58,Stanislas,4.8,4.8,Bournemouth,17,1.19,26,1.09,12,1.1,15,1.17,14,1.09
D,59,Fredericks,4.4,4.4,Bournemouth,17,1.16,33,1.07,34,1.09,32,1.15,33,1.07
M,60,Brooks,5.3,5.3,Bournemouth,5,0.0,10,0.0,3,0.0,5,0.0,7,0.0
M,61,Lowe,5.2,5.2,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,62,Moore,5.3,5.3,Bournemouth,80,3.54,73,2.93,56,1.84,53,1.86,55,1.74
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,64,Lerma,4.8,4.8,Bournemouth,86,2.79,82,2.29,78,2.41,78,2.61,74,2.17
D,65,Stacey,4.3,4.3,Bournemouth,17,1.18,12,1.07,17,1.09,17,1.16,18,1.07
F,66,Solanke,5.6,5.6,Bournemouth,9,1.24,32,1.4,78,3.18,77,3.24,77,2.91
M,67,Cook,4.9,4.9,Bournemouth,6,1.05,19,1.11,70,2.47,67,2.45,67,2.12
M,68,Pearson,4.4,4.4,Bournemouth,29,1.2,16,1.09,7,1.05,9,1.1,10,1.05
M,69,Christie,5.3,5.3,Bournemouth,64,2.58,50,1.42,35,1.31,33,1.4,36,1.27
M,70,Billing,5.2,5.2,Bournemouth,70,3.09,74,2.68,71,2.66,70,2.97,68,2.48
D,71,Mepham,4.4,4.4,Bournemouth,82,3.35,76,1.75,73,2.09,73,2.64,72,1.43
G,72,Travers,4.3,4.3,Bournemouth,2,1.04,3,1.02,3,1.03,4,1.04,3,1.04
D,73,Kelly,4.3,4.3,Bournemouth,81,3.49,79,1.91,75,2.31,73,2.82,75,1.63
M,74,Dembélé,4.7,4.7,Bournemouth,38,1.68,19,1.48,8,1.19,8,1.25,10,1.19
M,75,Anthony,5.2,5.2,Bournemouth,65,3.24,50,1.58,36,1.52,38,1.72,40,1.49
D,76,Zemura,4.4,4.4,Bournemouth,17,1.25,17,1.13,18,1.19,17,1.22,19,1.12
G,77,Dennis,3.9,3.9,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,78,Jansson,4.2,4.2,Brentford,0,0.02,5,1.09,19,1.12,32,1.28,41,1.17
M,79,Nørgaard,5.3,5.3,Brentford,81,3.2,78,3.36,77,2.79,76,3.3,75,2.82
F,80,Toney,7.6,7.6,Brentford,86,5.48,62,3.11,38,1.96,39,2.34,39,1.99
G,81,Raya,4.6,4.6,Brentford,88,3.36,87,4.1,85,2.96,85,4.21,86,3.04
D,82,Canós,5.0,5.0,Brentford,12,1.4,9,1.24,10,1.15,10,1.31,11,1.18
M,83,Dasilva,4.2,4.2,Brentford,34,1.71,26,1.56,29,1.38,26,1.56,25,1.32
D,84,Ajer,4.5,4.5,Brentford,65,2.17,55,1.81,46,1.16,41,1.29,36,1.17
D,85,Henry,4.5,4.5,Brentford,57,1.82,78,3.71,74,2.12,76,3.72,74,2.27
M,86,Janelt,5.5,5.5,Brentford,67,2.75,63,2.61,60,1.91,62,2.53,60,1.97
M,87,Ghoddos,4.8,4.8,Brentford,1,1.08,1,0.08,2,1.04,2,1.15,3,1.09
M,88,Jensen,4.8,4.8,Brentford,70,2.73,68,2.62,66,2.17,62,2.22,61,1.97
M,89,Wissa,5.3,5.3,Brentford,29,1.72,36,1.76,37,1.54,39,1.78,40,1.6
D,90,Roerslev,4.3,4.3,Brentford,48,1.54,28,1.36,13,1.19,12,1.32,14,1.21
D,91,Bech,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,92,Pinnock,4.4,4.4,Brentford,85,3.49,81,4.22,74,2.45,72,4.08,70,2.53
M,93,Onyeka,4.8,4.8,Brentford,0,0.04,2,1.09,8,1.08,14,1.33,19,1.25
M,94,Baptiste,4.5,4.5,Brentford,13,1.26,17,1.29,15,1.19,17,1.31,17,1.21
F,95,Mbeumo,5.9,5.9,Brentford,66,2.81,64,2.55,64,2.27,62,2.44,60,2.01
D,96,Goode,3.9,3.9,Brentford,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0
F,97,Forss,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,98,Thompson,4.0,4.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,99,Bidstrup,4.5,4.5,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,100,Balcombe,4.0,4.0,Brentford,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,101,Lallana,4.9,4.9,Brighton,43,1.55,43,1.59,39,1.53,42,1.64,40,1.41
G,102,Steele,3.9,3.9,Brighton,1,0.0,2,0.0,3,0.0,3,0.0,4,0.0
F,103,Welbeck,6.5,6.5,Brighton,28,1.77,40,1.88,34,1.84,36,1.97,38,1.65
M,104,Groß,5.6,5.6,Brighton,78,4.08,75,4.27,72,3.91,73,4.06,70,3.33
D,105,Duffy,4.3,4.3,Fulham,1,1.03,1,1.03,2,1.09,0,-0.02,4,1.12
D,106,Dunk,4.7,4.7,Brighton,88,3.32,86,4.39,85,3.56,84,3.76,83,2.65
M,107,March,5.1,5.1,Brighton,79,4.07,73,4.18,73,3.91,70,3.97,70,3.39
D,108,Webster,4.5,4.5,Brighton,32,1.41,83,4.63,81,3.74,79,3.97,77,2.88
D,109,Veltman,4.6,4.6,Brighton,59,2.08,40,1.27,38,1.23,40,1.29,42,1.15
F,110,Maupay,6.0,6.0,Everton,22,1.31,26,1.3,28,1.41,27,1.42,28,1.4
M,111,Trossard,6.7,6.7,Brighton,24,1.99,43,2.2,63,3.52,58,2.79,55,2.12
D,112,Cucurella,5.2,5.1,Chelsea,36,1.19,36,1.28,35,1.14,29,1.17,24,1.11
G,113,Sánchez,4.6,4.6,Brighton,89,3.64,88,4.71,87,3.82,87,4.02,86,3.31
D,114,Lamptey,4.2,4.2,Brighton,30,1.33,28,1.35,27,1.32,28,1.38,28,1.21
M,115,Alzate,4.4,4.4,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,116,Mac Allister,5.4,5.4,Brighton,84,4.04,67,3.55,79,3.97,77,4.0,76,3.53
M,117,Moder,4.4,4.4,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0
M,118,Mwepu,5.3,5.3,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,119,Sarmiento,4.5,4.5,Brighton,7,1.14,10,1.2,8,1.14,9,1.15,10,1.08
M,120,Caicedo,5.0,5.0,Brighton,84,2.8,81,2.99,80,2.78,78,2.87,78,2.5
M,121,Richards,4.5,4.5,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,122,Roberts,4.0,4.0,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,123,Undav,5.1,5.1,Brighton,2,1.28,3,1.29,4,1.29,4,1.32,4,1.14
M,124,Mitoma,5.0,5.0,Brighton,75,4.62,68,4.29,67,4.09,64,3.53,66,3.17
F,125,Enciso,4.7,4.7,Brighton,8,1.05,9,1.06,7,1.06,9,1.06,10,1.03
M,126,Kozłowski,4.5,4.5,Brighton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,127,Azpilicueta,4.8,4.8,Chelsea,70,2.21,61,2.77,46,1.14,28,1.15,22,1.08
D,128,Thiago Silva,5.4,5.4,Chelsea,72,2.22,69,3.61,61,2.38,56,2.17,50,1.31
D,129,Alonso,5.3,5.3,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,130,Jorginho,5.8,5.8,Chelsea,64,2.77,64,3.11,55,2.25,51,2.1,44,1.92
M,131,Barkley,4.9,4.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,132,Kovacic,4.9,4.9,Chelsea,63,2.06,62,2.22,57,1.56,56,1.63,49,1.27
G,133,Arrizabalaga,4.6,4.5,Chelsea,89,3.16,88,4.57,88,4.08,85,4.87,85,3.65
M,134,Kanté,4.8,4.8,Chelsea,0,0.03,0,0.05,0,0.0,0,0.04,0,0.0
M,135,Ziyech,5.5,5.5,Chelsea,42,1.55,40,1.74,31,1.41,29,1.47,24,1.38
M,136,Loftus-Cheek,5.0,5.0,Chelsea,56,1.57,54,1.67,49,1.3,46,1.4,41,1.19
F,137,Werner,7.9,7.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,138,Kenedy,3.9,3.9,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,139,Chilwell,5.8,5.8,Chelsea,0,-0.02,10,1.21,31,1.22,50,1.73,54,1.74
M,140,Pulisic,5.7,5.7,Chelsea,0,0.0,0,0.02,0,-0.05,0,0.01,0,-0.02
D,141,Chalobah,4.6,4.6,Chelsea,60,1.61,58,2.28,45,1.14,41,1.2,35,1.12
M,142,Mount,7.5,7.5,Chelsea,80,3.06,75,3.56,73,3.14,71,3.37,73,2.95
D,143,Sarr,5.0,5.0,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,145,Havertz,7.8,7.8,Chelsea,78,3.46,74,3.53,69,2.97,67,2.81,61,2.37
D,146,James,5.7,5.7,Chelsea,0,-0.09,9,1.13,34,1.25,56,2.11,64,2.34
G,147,Mendy,4.8,4.8,Chelsea,0,-0.02,0,-0.03,1,0.96,3,0.98,5,1.01
M,148,Gallagher,5.7,5.7,Chelsea,29,1.4,30,1.56,25,1.31,24,1.39,20,1.22
M,149,Gilmour,4.3,4.3,Brighton,13,1.14,18,1.19,16,1.13,16,1.17,18,1.06
F,150,Broja,5.3,5.3,Chelsea,0,0.07,0,0.07,0,0.03,0,0.07,0,0.04
D,151,Ampadu,4.4,4.4,Chelsea,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,152,Guaita,4.5,4.5,Crystal Palace,87,3.56,88,3.14,87,3.52,86,3.5,85,3.05
D,153,Tomkins,3.9,3.9,Crystal Palace,43,1.35,44,1.32,24,1.25,15,1.28,13,1.31
M,154,McArthur,4.8,4.8,Crystal Palace,0,0.0,1,0.0,4,0.0,7,0.0,9,0.0
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,156,Ward,4.5,4.5,Crystal Palace,25,1.05,25,1.02,28,0.91,29,0.94,30,0.98
D,157,Clyne,4.5,4.5,Crystal Palace,77,2.6,77,2.15,72,2.45,69,2.34,68,2.01
M,158,Milivojevic,4.3,4.3,Crystal Palace,14,1.19,20,1.2,18,1.21,20,1.26,19,1.28
M,159,Ayew,5.3,5.3,Crystal Palace,53,1.54,55,1.56,55,1.65,53,1.59,55,1.68
M,160,Zaha,7.3,7.3,Crystal Palace,85,4.38,82,4.15,82,4.31,80,4.45,79,4.39
M,161,Schlupp,4.7,4.7,Crystal Palace,64,1.95,61,1.66,63,1.85,57,1.52,58,1.48
G,162,Butland,4.4,4.4,Man Utd,1,0.0,1,0.0,2,0.0,3,0.0,3,0.0
M,163,Hughes,4.8,4.8,Crystal Palace,25,1.3,27,1.28,27,1.3,28,1.35,29,1.38
M,164,Riedewald,4.3,4.3,Crystal Palace,3,1.03,3,1.02,5,1.06,4,1.05,5,1.11
D,165,Andersen,4.5,4.5,Crystal Palace,0,-0.15,5,0.93,36,1.12,62,1.95,76,2.18
F,166,Edouard,5.2,5.2,Crystal Palace,46,1.44,46,1.42,46,1.44,44,1.59,46,1.68
D,167,Guéhi,4.4,4.4,Crystal Palace,87,2.45,84,2.05,83,2.39,80,2.39,77,1.94
F,168,Mateta,5.1,5.1,Crystal Palace,17,1.33,18,1.36,21,1.4,24,1.52,22,1.54
M,169,Eze,5.6,5.6,Crystal Palace,69,3.0,67,2.61,66,2.71,67,2.79,66,2.64
D,170,Mitchell,4.4,4.4,Crystal Palace,76,2.92,72,2.38,69,2.65,69,2.7,66,2.14
M,171,Olise,5.4,5.4,Crystal Palace,77,3.31,72,3.08,69,3.03,71,3.33,67,2.72
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,173,Ebiowei,4.2,4.2,Crystal Palace,4,1.02,6,1.04,7,1.07,7,1.1,9,1.14
D,174,Ferguson,3.9,3.9,Crystal Palace,2,0.0,9,0.0,11,0.0,12,0.0,13,0.0
G,175,Johnstone,4.4,4.4,Crystal Palace,2,0.0,2,0.0,3,0.0,4,0.0,4,0.0
G,176,Begović,4.0,4.0,Everton,1,1.02,3,1.02,2,1.05,3,1.04,4,1.03
F,177,Rondón,4.9,4.9,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,178,Coleman,4.4,4.4,Everton,68,2.51,65,1.9,63,1.56,56,1.8,42,1.27
M,179,Townsend,5.4,5.4,Everton,0,0.0,1,0.0,2,0.0,4,0.0,5,0.0
D,180,Keane,4.2,4.2,Everton,0,-0.0,0,-0.01,0,0.03,1,0.06,1,1.04
M,181,Dele,5.3,5.3,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,182,Pickford,4.4,4.4,Everton,89,3.24,88,2.93,88,2.52,87,3.48,85,3.55
M,183,Allan,4.8,4.8,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,184,André Gomes,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,185,A.Doucouré,5.3,5.3,Everton,11,1.06,14,1.06,13,1.13,13,1.12,12,1.11
M,186,Iwobi,5.4,5.4,Everton,83,3.19,80,2.91,76,2.9,75,3.22,72,3.07
M,187,Gbamin,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,188,Mina,4.3,4.3,Everton,8,1.06,13,1.09,13,1.17,14,1.18,14,1.16
M,189,Gray,5.3,5.3,Everton,69,2.9,68,2.65,67,2.54,63,2.51,63,2.53
M,190,Davies,4.9,4.9,Everton,10,1.03,14,1.05,12,1.15,12,1.14,11,1.08
F,191,Calvert-Lewin,7.9,7.9,Everton,78,3.72,76,3.42,71,3.51,73,3.73,72,3.52
D,192,Holgate,4.3,4.3,Everton,14,1.13,16,1.11,20,1.19,18,1.2,15,1.18
D,193,Godfrey,4.3,4.3,Everton,33,1.32,41,1.31,40,1.38,40,1.41,39,1.38
D,194,Mykolenko,4.4,4.4,Everton,77,2.72,74,2.12,71,1.68,72,2.8,71,2.82
M,195,Gordon,5.2,5.2,Everton,52,1.44,49,1.33,52,1.51,49,1.53,49,1.44
D,196,Branthwaite,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,197,Patterson,4.0,4.0,Everton,0,-0.17,0,-0.18,0,-0.13,8,1.07,31,1.26
D,198,Nkounkou,4.0,4.0,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,199,Tarkowski,4.3,4.3,Everton,87,2.78,81,2.08,80,1.68,79,2.91,79,2.94
M,200,Cairney,4.7,4.7,Fulham,17,1.32,21,1.36,24,1.46,26,1.33,25,1.47
D,201,Ream,4.5,4.5,Fulham,86,2.43,84,2.61,83,3.77,82,2.07,80,3.65
M,202,Knockaert,4.7,4.7,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,203,Chalobah,4.4,4.4,Fulham,9,1.08,9,1.09,12,1.17,12,1.09,13,1.17
M,204,Kebano,5.4,5.4,Fulham,0,0.01,0,0.02,0,0.05,0,-0.01,0,0.04
M,205,De Cordova-Reid,5.5,5.5,Fulham,69,2.8,69,2.83,68,3.12,66,2.32,63,2.4
D,206,Bryan,4.4,4.4,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,208,Kongolo,3.9,3.9,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,209,Tosin,4.5,4.5,Fulham,36,1.14,39,1.16,40,1.22,42,1.09,43,1.22
F,210,Mitrović,7.1,6.9,Fulham,82,4.3,78,4.41,80,4.54,80,4.24,79,4.49
M,211,Reed,4.5,4.5,Fulham,68,2.24,66,2.17,65,2.29,64,1.94,63,2.11
M,212,Wilson,5.7,5.7,Fulham,30,1.65,31,1.75,32,1.82,33,1.52,32,1.8
G,213,Rodák,4.3,4.3,Fulham,2,1.03,2,1.03,3,1.04,4,1.03,4,1.04
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,215,Tete,4.4,4.4,Fulham,75,2.27,73,2.33,73,3.63,69,1.92,70,3.37
M,216,Onomah,4.3,4.3,Fulham,0,-0.02,0,-0.01,0,0.0,0,-0.04,0,-0.0
D,217,Robinson,4.4,4.4,Fulham,83,2.15,79,2.24,79,3.55,76,1.91,75,3.41
F,218,Muniz,5.4,5.4,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,219,Stansfield,4.5,4.5,Fulham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,220,Palhinha,5.0,5.0,Fulham,85,2.72,83,2.66,80,2.93,79,2.41,79,2.89
D,221,Cooper,4.4,4.4,Leeds,63,2.4,80,5.72,77,2.53,77,3.39,75,3.58
D,222,Ayling,4.5,4.5,Leeds,65,2.47,66,4.7,61,1.87,64,2.61,61,2.39
M,223,Klich,4.6,4.6,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,224,Forshaw,4.4,4.4,Leeds,6,1.09,20,2.36,19,1.15,18,1.25,20,1.2
M,225,Rodrigo,6.4,6.4,Leeds,70,4.52,65,7.57,57,2.68,54,2.74,51,2.62
D,226,Dallas,4.9,4.9,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0
F,227,Bamford,7.2,7.2,Leeds,15,1.43,25,3.58,40,1.88,49,2.32,49,2.18
D,228,Llorente,4.4,4.4,Leeds,25,1.24,9,2.18,7,1.07,9,1.13,9,1.14
M,229,Roberts,5.0,5.0,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,230,Koch,4.5,4.5,Leeds,62,1.86,73,4.58,81,2.1,75,2.85,75,3.08
M,231,James,6.0,6.0,Fulham,17,1.42,20,1.55,21,1.62,22,1.4,25,1.75
M,232,Raphinha,7.0,7.0,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,233,Harrison,5.8,5.8,Leeds,68,3.01,62,4.73,54,1.67,51,1.7,52,1.69
M,234,Shackleton,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,235,Struijk,4.5,4.5,Leeds,75,3.02,76,5.68,74,2.46,73,3.24,70,3.32
G,236,Klaesson,3.9,3.9,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,237,Greenwood,4.2,4.2,Leeds,17,1.5,13,2.54,13,1.21,13,1.32,16,1.42
G,238,Meslier,4.5,4.5,Leeds,89,3.61,88,6.73,89,3.17,87,3.68,87,3.89
D,239,Firpo,4.5,4.5,Leeds,14,1.32,7,2.29,7,1.13,9,1.2,8,1.21
M,240,Summerville,4.2,4.2,Leeds,0,-0.03,0,-0.12,2,1.13,10,1.32,16,1.41
M,241,Bate,4.5,4.5,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,242,Gelhardt,5.1,5.1,Leeds,8,1.36,5,2.61,5,1.23,4,1.33,4,1.31
D,243,Hjelde,3.9,3.9,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,244,Kristensen,4.8,4.8,Leeds,27,1.1,22,2.11,26,1.03,25,1.13,27,1.11
M,245,Roca,4.8,4.8,Leeds,72,2.46,63,4.05,65,1.98,66,2.21,64,2.08
M,246,Aaronson,5.4,5.4,Leeds,81,3.32,77,6.24,71,2.83,69,3.0,67,2.78
M,247,Gyabi,4.3,4.3,Leeds,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,248,Schmeichel,5.0,5.0,Leicester,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,249,Evans,4.4,4.4,Leicester,0,-0.02,11,1.12,35,1.17,67,1.86,73,2.2
D,250,Bertrand,3.9,3.9,Leicester,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0
M,251,Albrighton,4.7,4.7,Leicester,39,1.33,27,1.33,21,1.31,20,1.27,19,1.25
M,252,Mendy,4.3,4.3,Leicester,36,1.26,22,1.21,19,1.2,14,1.16,13,1.15
D,253,Vestergaard,3.9,3.9,Leicester,3,0.0,4,0.0,4,0.0,3,0.0,2,0.0
G,254,Ward,4.1,4.1,Leicester,88,3.41,86,3.45,86,3.38,86,3.08,85,3.3
F,255,Vardy,9.1,9.1,Leicester,61,2.34,55,2.03,54,1.94,52,1.83,49,1.77
D,256,Ricardo,4.3,4.3,Leicester,0,0.0,3,0.0,17,0.0,27,0.0,28,0.0
D,257,Amartey,4.2,4.2,Leicester,81,2.49,73,2.65,58,1.64,43,1.13,42,1.13
D,258,Castagne,4.6,4.6,Leicester,86,2.86,84,3.22,79,2.8,77,2.36,78,2.59
M,259,Tielemans,6.2,6.2,Leicester,81,3.32,74,3.39,74,3.32,71,2.98,70,3.0
