Pos,ID,Name,BV,SV,Team,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts
M,336,Van de Beek,5.5,5.5,Man Utd,26,1.44,25,1.39,28,1.77,26,1.54,27,1.45
D,337,Lindelöf,4.5,4.5,Man Utd,0,0.0,6,0.0,8,0.0,14,0.0,16,0.0
M,338,McTominay,5.0,5.0,Man Utd,42,1.12,43,1.11,43,1.15,44,1.15,44,1.19
D,339,Bailly,4.0,4.0,Man Utd,2,0.0,3,0.0,2,0.0,3,0.0,5,0.0
M,340,Sancho,7.5,7.5,Man Utd,73,3.57,72,3.28,69,3.71,68,3.57,68,3.31
D,341,Wan-Bissaka,4.5,4.5,Man Utd,14,0.0,15,0.0,15,0.0,17,0.0,19,0.0
D,342,Dalot,4.5,4.5,Man Utd,76,2.89,74,1.69,72,3.01,70,3.04,67,2.07
D,343,B.Williams,4.0,4.0,Man Utd,1,0.0,2,0.0,4,0.0,4,0.0,5,0.0
M,344,Elanga,5.0,5.0,Man Utd,29,1.55,34,1.49,32,1.83,33,1.74,30,1.56
F,345,Martial,6.9,6.9,Man Utd,0,0.0,11,0.0,23,0.0,33,0.0,34,0.0
M,346,Andreas,4.5,4.5,Fulham,77,0.0,75,0.0,73,0.0,72,0.0,73,0.0
M,347,Pellistri,4.5,4.5,Man Utd,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,348,Heaton,4.0,4.0,Man Utd,1,0.0,2,0.0,3,0.0,3,0.0,3,0.0
M,349,Shelvey,5.0,5.0,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,350,Ritchie,4.5,4.5,Newcastle,3,0.0,4,0.0,5,0.0,6,0.0,8,0.0
D,351,Fernández,4.5,4.5,Newcastle,0,0.0,2,0.0,3,0.0,6,0.0,5,0.0
D,352,Clark,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,353,Darlow,4.0,4.0,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,354,Wood,6.0,6.0,Newcastle,14,1.25,18,1.34,19,1.32,22,1.25,23,1.29
G,355,Dubravka,4.5,4.5,Newcastle,1,0.0,3,0.0,4,0.0,4,0.0,4,0.0
F,356,Wilson,7.5,7.5,Newcastle,77,4.05,74,3.99,72,3.81,69,3.44,68,3.61
D,357,Trippier,5.0,5.0,Newcastle,81,3.22,79,1.84,78,3.79,77,1.84,77,3.08
D,358,Burn,4.5,4.5,Newcastle,20,0.97,27,1.0,28,1.04,28,0.99,29,1.01
M,359,Fraser,5.5,5.5,Newcastle,41,1.49,39,1.55,43,1.54,42,1.49,41,1.48
D,360,Lascelles,4.5,4.5,Newcastle,3,0.0,4,0.0,7,0.0,8,0.0,10,0.0
F,361,Gayle,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,362,Dummett,4.0,4.0,Newcastle,1,0.0,2,0.0,1,0.0,2,0.0,2,0.0
D,363,Manquillo,4.5,4.5,Newcastle,10,0.0,9,0.0,8,0.0,8,0.0,9,0.0
D,364,Krafth,4.5,4.5,Newcastle,2,0.0,5,0.0,8,0.0,10,0.0,9,0.0
M,365,Murphy,4.5,4.5,Newcastle,10,1.05,15,1.07,14,1.05,16,1.07,17,1.12
D,366,Schär,4.5,4.5,Newcastle,76,2.95,72,1.55,70,3.32,66,1.55,66,2.56
D,367,Targett,5.0,5.0,Newcastle,82,3.26,77,1.92,73,3.73,74,1.81,70,2.87
M,368,Saint-Maximin,6.5,6.5,Newcastle,79,3.55,76,3.22,74,3.82,74,2.98,73,3.22
M,369,Almirón,5.0,5.0,Newcastle,56,1.8,59,2.24,56,1.85,57,1.75,57,1.86
M,370,S.Longstaff,4.5,4.5,Newcastle,27,1.09,29,1.08,30,1.12,32,1.15,36,1.13
M,371,Joelinton,6.0,6.0,Newcastle,76,3.21,72,2.67,71,3.2,70,2.58,71,2.89
D,372,Lewis,4.5,4.5,Newcastle,2,0.0,5,0.0,11,0.0,10,0.0,11,0.0
M,373,Willock,5.0,5.0,Newcastle,69,3.18,68,2.71,67,3.09,65,2.61,61,2.63
M,374,Bruno Guimarães,6.0,6.0,Newcastle,82,3.36,78,2.95,79,3.73,77,2.9,74,3.16
M,375,Hendrick,4.5,4.5,Newcastle,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,376,Pope,5.0,5.0,Newcastle,89,3.6,87,2.7,87,4.13,87,2.7,86,3.53
D,377,Botman,4.5,4.5,Newcastle,85,3.39,81,1.95,77,3.86,76,1.98,76,3.2
M,378,Arter,4.5,4.5,Nott'm Forest,2,0.0,2,0.0,2,0.0,2,0.0,1,0.0
D,379,Cook,4.5,4.5,Nott'm Forest,6,0.0,18,0.0,26,0.0,35,0.0,37,0.0
F,380,Taylor,4.5,4.5,Nott'm Forest,8,0.0,7,0.0,9,0.0,9,0.0,9,0.0
M,381,Colback,4.5,4.5,Nott'm Forest,53,0.0,48,0.0,43,0.0,42,0.0,41,0.0
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,383,Cafú,4.5,4.5,Nott'm Forest,20,0.0,22,0.0,20,0.0,20,0.0,20,0.0
M,384,Lolley,5.0,5.0,Nott'm Forest,13,0.0,14,0.0,15,0.0,15,0.0,16,0.0
D,385,McKenna,4.5,4.5,Nott'm Forest,25,0.0,45,0.0,73,0.0,71,0.0,70,0.0
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,387,Yates,5.0,5.0,Nott'm Forest,2,0.0,13,0.0,34,0.0,40,0.0,44,0.0
D,388,Worrall,4.5,4.5,Nott'm Forest,87,0.0,81,0.0,76,0.0,73,0.0,73,0.0
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,391,Surridge,5.0,5.0,Nott'm Forest,33,0.0,29,0.0,29,0.0,31,0.0,32,0.0
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,393,Mbe Soh,4.5,4.5,Nott'm Forest,15,0.0,11,0.0,4,0.0,4,0.0,4,0.0
F,394,Johnson,6.0,6.0,Nott'm Forest,77,0.0,73,0.0,72,0.0,71,0.0,70,0.0
M,395,Mighten,5.0,5.0,Nott'm Forest,1,0.0,1,0.0,1,0.0,2,0.0,2,0.0
M,396,Ojeda,4.5,4.5,Nott'm Forest,8,0.0,7,0.0,7,0.0,7,0.0,9,0.0
F,397,Awoniyi,6.0,6.0,Nott'm Forest,63,2.72,68,3.62,67,3.16,65,3.05,64,3.36
G,398,Henderson,4.5,4.5,Nott'm Forest,88,0.0,88,0.0,86,0.0,86,0.0,87,0.0
D,399,Biancone,4.5,4.5,Nott'm Forest,60,0.0,48,0.0,37,0.0,41,0.0,40,0.0
M,400,Walcott,5.0,5.0,Southampton,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0
G,401,McCarthy,4.5,4.5,Southampton,17,0.0,22,0.0,22,0.0,22,0.0,22,0.0
M,402,Romeu,5.0,5.0,Southampton,70,2.73,68,2.64,65,2.33,66,2.29,64,2.45
M,403,Redmond,5.5,5.5,Southampton,26,1.45,28,1.41,31,1.43,31,1.35,34,1.51
D,404,Stephens,4.5,4.5,Southampton,33,0.98,34,0.97,35,0.97,36,0.92,38,0.99
M,405,S.Armstrong,5.0,5.0,Southampton,60,2.6,55,1.87,56,1.92,55,1.83,55,1.93
M,406,Elyounoussi,5.5,5.5,Southampton,24,0.0,26,0.0,27,0.0,26,0.0,29,0.0
M,407,Ward-Prowse,6.5,6.5,Southampton,85,4.09,82,3.94,81,3.85,78,3.44,81,4.08
F,408,A.Armstrong,5.5,5.5,Southampton,47,1.45,50,1.5,51,1.5,49,1.37,46,1.36
D,409,Walker-Peters,4.5,4.5,Southampton,81,3.39,80,3.35,74,2.92,75,2.59,72,3.72
D,410,Bednarek,4.5,4.5,Southampton,76,3.25,71,3.08,73,2.89,71,2.61,70,3.59
F,411,Adams,6.4,6.4,Southampton,55,0.0,53,0.0,51,0.0,52,0.0,53,0.0
M,412,Tella,5.0,5.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,413,Lyanco,4.5,4.5,Southampton,0,0.0,2,0.0,6,0.0,6,0.0,7,0.0
D,414,Valery,4.0,4.0,Southampton,36,1.12,37,1.18,34,1.07,37,1.04,36,1.09
M,415,Smallbone,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,416,Diallo,4.5,4.5,Southampton,8,0.87,13,0.9,14,0.91,17,0.94,17,0.96
D,417,Perraud,4.5,4.5,Southampton,38,1.16,41,1.12,43,1.13,41,1.06,41,1.12
M,418,Djenepo,5.0,5.0,Southampton,45,1.19,43,1.11,43,1.07,45,1.0,45,1.08
D,419,Livramento,4.5,4.5,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,420,Salisu,4.5,4.5,Southampton,84,3.01,81,3.0,78,2.71,78,2.47,76,3.53
G,421,Lis,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,422,Bazunu,4.5,4.5,Southampton,76,0.0,72,0.0,72,0.0,71,0.0,71,0.0
D,423,Bella-Kotchap,4.5,4.5,Southampton,29,0.0,33,0.0,35,0.0,34,0.0,33,0.0
G,424,Caballero,4.0,4.0,Southampton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,425,Lloris,5.5,5.5,Spurs,89,3.69,89,4.1,87,4.14,86,3.98,87,4.14
G,426,Forster,4.0,4.0,Spurs,1,0.0,1,0.0,3,0.0,4,0.0,3,0.0
F,427,Kane,11.4,11.4,Spurs,84,5.01,82,5.62,78,5.81,77,5.25,75,5.66
M,428,Son,12.0,12.0,Spurs,79,4.9,80,5.74,77,6.1,74,5.03,73,5.67
D,429,Doherty,5.0,5.0,Spurs,23,1.62,43,2.06,53,2.62,49,2.14,52,2.58
D,430,Dier,5.0,5.0,Spurs,86,2.88,81,3.61,79,3.85,77,3.38,74,3.79
M,431,Lucas Moura,6.0,6.0,Spurs,8,1.28,8,1.23,12,1.79,12,1.47,12,1.79
D,432,Davies,5.0,5.0,Spurs,49,1.32,44,1.29,29,1.3,32,1.21,33,1.36
M,433,Højbjerg,5.5,5.5,Spurs,77,2.73,74,3.01,72,3.2,70,2.76,70,3.14
M,434,Winks,4.5,4.5,Spurs,3,0.0,3,0.0,3,0.0,3,0.0,2,0.0
D,435,Sánchez,4.5,4.5,Spurs,30,0.0,22,0.0,13,0.0,15,0.0,16,0.0
D,436,R.Sessegnon,4.5,4.5,Spurs,61,2.51,48,1.73,34,1.64,35,1.49,35,1.64
M,437,Bergwijn,5.5,5.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,438,Reguilón,4.4,4.4,Spurs,2,0.0,3,0.0,3,0.0,4,0.0,4,0.0
D,439,Tanganga,4.0,4.0,Spurs,5,0.0,5,0.0,4,0.0,5,0.0,5,0.0
M,440,Bentancur,5.5,5.5,Spurs,62,1.92,64,2.25,64,2.49,60,1.83,59,2.07
M,441,Skipp,4.5,4.5,Spurs,0,0.0,0,0.0,6,0.0,8,0.0,12,0.0
D,442,Rodon,4.0,4.0,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,443,Romero,5.0,5.0,Spurs,83,2.6,81,3.38,80,3.52,77,3.15,76,3.47
M,444,Bissouma,5.0,5.0,Spurs,43,0.9,41,0.95,40,1.07,41,0.94,41,1.07
D,445,Emerson Royal,5.0,5.0,Spurs,64,0.0,45,0.0,34,0.0,37,0.0,33,0.0
M,446,Kulusevski,8.1,8.1,Spurs,68,3.58,64,3.02,60,3.27,60,2.72,57,2.69
F,447,Scarlett,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,448,Perišić,5.5,5.5,Spurs,39,1.59,49,1.94,58,2.9,56,2.38,56,2.63
M,449,White,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,450,Sarr,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,451,Austin,4.0,4.0,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,452,Devine,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,453,Parrott,4.5,4.5,Spurs,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,454,Richarlison,8.5,8.5,Spurs,25,0.0,26,0.0,31,0.0,39,0.0,41,0.0
G,455,Fabianski,5.0,5.0,West Ham,80,4.05,84,3.78,85,4.08,84,3.45,84,3.51
D,456,Ogbonna,4.5,4.5,West Ham,23,0.0,31,0.0,36,0.0,43,0.0,39,0.0
D,457,Cresswell,5.0,5.0,West Ham,80,4.28,75,3.5,74,3.8,72,2.68,71,2.65
F,458,Antonio,7.5,7.5,West Ham,54,2.3,65,2.67,63,2.5,62,2.35,56,1.91
D,459,Dawson,5.0,5.0,West Ham,39,0.0,58,0.0,61,0.0,55,0.0,58,0.0
M,460,Lanzini,5.5,5.5,West Ham,61,2.71,56,2.1,54,1.79,53,1.76,53,1.73
D,461,Zouma,4.5,4.5,West Ham,84,3.68,81,3.21,79,3.42,79,2.53,78,2.54
D,462,Masuaku,4.5,4.5,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,463,Coufal,4.5,4.5,West Ham,82,4.01,80,3.47,78,3.75,76,2.7,76,2.72
M,464,Benrahma,6.0,6.0,West Ham,29,2.14,29,1.7,31,1.74,30,1.7,32,1.55
M,465,Bowen,8.5,8.5,West Ham,77,5.45,74,4.37,72,4.35,72,4.01,72,3.89
M,466,Vlasic,5.0,5.0,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,467,Rice,5.0,5.0,West Ham,85,3.14,83,2.77,79,2.87,78,2.52,77,2.51
M,468,Soucek,5.5,5.5,West Ham,86,3.58,85,3.24,84,3.4,81,2.95,80,2.87
M,469,Fornals,5.5,5.5,West Ham,68,3.41,66,2.75,61,2.46,60,2.18,60,2.15
D,470,Diop,4.5,4.5,Fulham,8,0.0,11,0.0,11,0.0,16,0.0,16,0.0
D,471,Johnson,4.5,4.5,West Ham,41,1.33,29,1.17,28,1.21,30,1.12,32,1.15
D,472,Aguerd,5.0,5.0,West Ham,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
G,473,Areola,4.5,4.5,West Ham,4,1.38,5,1.39,4,1.44,5,1.91,6,1.87
D,474,Boly,4.5,4.5,Wolves,45,0.0,49,0.0,45,0.0,46,0.0,47,0.0
D,475,Coady,5.0,5.0,Everton,44,0.0,76,0.0,75,0.0,73,0.0,68,0.0
F,476,Jiménez,7.0,7.0,Wolves,0,0.0,0,0.0,12,0.0,24,0.0,34,0.0
D,477,Jonny,4.5,4.5,Wolves,78,4.13,65,2.25,59,2.42,60,2.78,60,2.29
G,478,Sá,5.0,5.0,Wolves,89,3.87,88,3.18,87,3.96,88,3.87,88,3.31
M,479,Dendoncker,5.0,5.0,Wolves,83,3.37,71,2.6,54,1.61,50,1.64,47,1.36
M,480,Neves,5.5,5.5,Wolves,81,3.53,79,2.98,77,3.42,77,3.47,73,3.17
M,481,Hwang,6.0,6.0,Wolves,68,3.77,55,1.6,49,1.53,42,1.64,41,1.44
D,482,Semedo,5.0,5.0,Wolves,18,0.0,48,0.0,66,0.0,66,0.0,64,0.0
M,483,Podence,5.5,5.5,Wolves,66,3.26,55,1.9,53,2.11,50,2.08,48,1.83
D,484,Kilman,4.5,4.5,Wolves,77,3.5,74,2.28,73,3.37,69,3.28,71,2.66
M,485,Cundle,4.5,4.5,Wolves,22,0.0,20,0.0,13,0.0,11,0.0,12,0.0
M,486,Neto,5.5,5.5,Wolves,75,4.97,71,3.66,70,4.63,68,4.47,67,3.75
D,487,Aït-Nouri,4.5,4.5,Wolves,72,3.63,58,1.53,50,1.31,49,1.4,51,1.31
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,489,Toti,4.0,4.0,Wolves,8,0.0,12,0.0,9,0.0,12,0.0,12,0.0
M,490,Chiquinho,5.0,5.0,Wolves,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,491,Adama,5.5,5.5,Wolves,9,0.0,13,0.0,17,0.0,18,0.0,15,0.0
G,492,Šarkić,4.0,4.0,Wolves,1,0.0,2,0.0,3,0.0,2,0.0,2,0.0
M,493,Gibbs-White,5.5,5.5,Wolves,38,2.27,27,1.9,26,2.23,26,2.44,22,1.73
D,494,Mosquera,4.0,4.0,Wolves,0,0.0,2,0.0,1,0.0,1,0.0,1,0.0
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
F,496,Plange,4.5,4.5,Crystal Palace,3,0.0,3,0.0,4,0.0,5,0.0,5,0.0
G,497,Adrián,4.0,4.0,Liverpool,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,498,R.Williams,4.0,4.0,Liverpool,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,499,Davies,4.0,4.0,Liverpool,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0
D,501,Phillips,4.0,4.0,Liverpool,4,0.0,4,0.0,5,0.0,5,0.0,4,0.0
G,502,Carson,4.0,4.0,Man City,0,0.0,1,0.0,1,0.0,1,0.0,2,0.0
M,503,Moutinho,5.0,5.0,Wolves,1,0.0,17,0.0,58,0.0,68,0.0,74,0.0
D,504,Malacia,4.5,4.5,Man Utd,35,0.0,39,0.0,39,0.0,36,0.0,37,0.0
M,505,Rothwell,5.0,5.0,Bournemouth,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,506,Adams,5.0,5.0,Leeds,79,2.7,77,2.47,72,2.57,73,2.75,73,2.55
D,507,Niakhaté,4.5,4.5,Nott'm Forest,86,2.87,81,3.17,75,2.56,70,1.98,68,3.26
M,508,Sinisterra,6.5,6.5,Leeds,19,0.0,33,0.0,49,0.0,50,0.0,51,0.0
M,509,Downes,4.5,4.5,West Ham,11,0.0,12,0.0,16,0.0,17,0.0,17,0.0
D,510,Hickey,5.0,5.0,Brentford,66,2.93,57,2.25,54,1.69,48,1.32,48,1.36
D,511,Richards,4.5,4.5,Nott'm Forest,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
M,512,Aribo,5.5,5.5,Southampton,66,0.0,62,0.0,59,0.0,59,0.0,58,0.0
D,513,Lenglet,5.0,5.0,Spurs,18,1.04,40,1.12,70,3.71,68,3.16,71,3.75
M,514,C.Doucouré,5.0,5.0,Crystal Palace,75,2.58,70,2.79,68,2.46,64,2.3,64,2.37
M,515,Lewis-Potter,5.5,5.5,Brentford,24,0.0,26,0.0,28,0.0,33,0.0,33,0.0
D,516,Collins,4.5,4.5,Wolves,78,4.13,73,2.62,73,3.76,72,3.94,72,3.16
G,517,Strakosha,4.5,4.5,Brentford,1,0.0,2,0.0,3,0.0,3,0.0,3,0.0
G,518,Hennessey,4.0,4.0,Nott'm Forest,2,0.0,2,0.0,4,0.0,4,0.0,3,0.0
M,519,Eriksen,6.5,6.5,Man Utd,62,2.45,63,2.31,62,2.63,56,2.1,58,1.97
D,520,Koulibaly,5.5,5.5,Chelsea,83,3.43,84,4.35,81,4.28,79,4.19,78,4.23
M,521,Francois,4.5,4.5,Fulham,1,0.0,2,0.0,4,0.0,4,0.0,4,0.0
D,522,Spence,4.5,4.5,Spurs,0,0.0,1,0.0,2,0.0,4,0.0,3,0.0
D,523,Toffolo,4.5,4.5,Nott'm Forest,75,0.0,74,0.0,70,0.0,65,0.0,67,0.0
M,524,O'Brien,5.0,5.0,Nott'm Forest,45,0.0,47,0.0,38,0.0,39,0.0,40,0.0
D,525,Augustinsson,4.5,4.5,Aston Villa,1,0.0,1,0.0,1,0.0,2,0.0,1,0.0
D,526,Mee,4.5,4.5,Brentford,82,3.61,78,4.32,78,3.91,74,3.58,69,3.51
M,527,Lingard,6.0,6.0,Nott'm Forest,75,3.57,71,3.7,69,3.12,68,3.04,67,3.67
F,528,Mara,5.5,5.5,Southampton,1,0.0,1,0.0,2,0.0,3,0.0,2,0.0
F,529,Scamacca,7.0,7.0,West Ham,33,2.34,29,1.85,31,1.85,30,1.91,33,1.82
D,530,Richards,4.5,4.5,Crystal Palace,9,0.0,13,0.0,16,0.0,20,0.0,21,0.0
D,531,Vinagre,4.5,4.5,Everton,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
D,532,Mbabu,4.5,4.5,Fulham,38,0.0,45,0.0,52,0.0,58,0.0,64,0.0
D,533,Martínez,4.5,4.5,Man Utd,70,0.0,64,0.0,61,0.0,60,0.0,57,0.0
