Pos,ID,Name,BV,SV,Team,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,1,0.10,2,0.10,3,0.14,4,0.36,5,0.24
M,325,Phillips,4.8,4.8,Man City,4,0.27,6,0.24,7,0.23,11,0.80,14,0.54
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,4.9,4.9,Man Utd,89,7.18,87,3.25,87,6.52,87,3.70,88,4.04
D,328,Jones,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01
D,329,Varane,4.8,4.8,Man Utd,83,5.57,80,2.16,79,6.16,75,3.07,76,3.65
D,330,Maguire,4.7,4.7,Man Utd,8,0.52,12,0.34,12,0.89,16,0.63,14,0.67
M,331,Fred,5.1,5.1,Man Utd,23,1.95,24,0.95,25,1.86,23,1.03,23,1.07
D,332,Shaw,5.1,4.9,Man Utd,81,5.68,74,2.11,75,6.45,73,3.25,74,3.92
M,333,Fernandes,9.8,9.8,Man Utd,84,8.05,82,3.47,80,8.33,80,4.71,80,5.25
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.0,6.8,Man Utd,74,8.12,67,3.25,65,7.62,64,4.27,61,4.49
M,336,Van de Beek,5.1,5.1,Man Utd,5,0.64,10,0.49,9,0.88,10,0.57,11,0.67
D,337,Lindelöf,4.2,4.2,Man Utd,13,0.80,14,0.37,13,0.88,15,0.55,12,0.53
M,338,McTominay,4.9,4.9,Man Utd,14,1.12,22,0.81,16,1.18,18,0.75,19,0.85
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,9,1.11,16,0.93,26,3.12,25,1.70,27,1.96
D,341,Wan-Bissaka,4.3,4.3,Man Utd,65,4.08,36,1.04,18,1.31,19,0.77,20,0.93
D,342,Dalot,4.7,4.7,Man Utd,10,0.89,47,1.28,70,5.65,70,2.92,68,3.42
D,343,B.Williams,3.8,3.8,Man Utd,2,0.09,2,0.05,2,0.10,2,0.05,1,0.05
M,344,Elanga,4.7,4.7,Man Utd,10,1.26,7,0.43,6,0.79,7,0.50,8,0.60
F,345,Martial,6.6,6.6,Man Utd,51,5.70,58,2.90,62,6.91,59,3.82,59,4.16
M,346,Andreas,4.6,4.5,Fulham,77,2.67,74,3.02,72,2.52,72,3.55,71,2.64
M,347,Pellistri,4.3,4.3,Man Utd,1,0.11,0,0.01,0,0.03,0,0.04,0,0.05
G,348,Heaton,3.9,3.9,Man Utd,0,0.03,0,0.01,0,0.01,0,0.01,0,0.01
M,349,Shelvey,4.8,4.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,4,0.14
D,350,Ritchie,4.2,4.2,Newcastle,3,0.19,5,0.25,5,0.24,4,0.22,4,0.16
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.01,0,0.01,0,0.00,0,0.00,0,0.01
F,354,Wood,5.6,5.6,Newcastle,11,0.79,15,0.96,16,1.15,15,1.07,16,1.00
G,355,Dubravka,4.2,4.2,Newcastle,2,0.07,1,0.06,2,0.09,3,0.12,3,0.10
F,356,Wilson,7.2,7.2,Newcastle,71,4.86,69,3.99,66,4.21,66,4.22,65,3.60
D,357,Trippier,6.0,5.9,Newcastle,85,4.93,70,3.67,80,4.56,77,4.51,75,2.95
D,358,Burn,4.5,4.5,Newcastle,86,4.18,81,3.59,79,3.84,77,3.84,76,2.48
M,359,Fraser,5.2,5.2,Newcastle,8,0.56,7,0.45,9,0.56,7,0.49,8,0.48
D,360,Lascelles,4.3,4.3,Newcastle,7,0.32,24,0.98,13,0.56,17,0.72,14,0.44
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,2,0.07,5,0.18,4,0.18,3,0.12,3,0.11
D,363,Manquillo,4.2,4.2,Newcastle,5,0.21,18,0.78,9,0.41,9,0.41,9,0.33
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,1,0.05,4,0.14,8,0.23
M,365,Murphy,4.3,4.3,Newcastle,14,0.83,8,0.50,9,0.54,9,0.56,9,0.51
D,366,Schär,5.0,5.0,Newcastle,84,4.29,63,2.89,79,3.94,78,4.03,77,2.57
D,367,Targett,4.8,4.8,Newcastle,0,0.00,0,0.00,2,0.10,10,0.48,15,0.54
M,368,Saint-Maximin,6.2,6.2,Newcastle,38,2.38,42,2.28,43,2.48,49,2.83,52,2.58
M,369,Almirón,5.9,5.9,Newcastle,77,4.08,73,3.40,70,3.54,70,3.52,67,2.86
M,370,S.Longstaff,4.4,4.4,Newcastle,70,2.69,63,2.21,61,2.28,58,2.19,56,1.85
M,371,Joelinton,5.9,5.9,Newcastle,53,2.63,67,2.81,67,2.87,66,2.88,63,2.32
D,372,Lewis,4.4,4.4,Newcastle,5,0.20,13,0.56,9,0.38,7,0.30,6,0.19
M,373,Willock,4.8,4.8,Newcastle,68,3.46,63,2.83,59,2.89,56,2.79,52,2.23
M,374,Bruno Guimarães,5.7,5.7,Newcastle,84,3.46,83,3.03,79,3.08,78,3.10,77,2.58
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,88,4.11,88,4.01,88,4.13,87,4.13,87,3.45
D,377,Botman,4.5,4.5,Newcastle,84,3.98,82,3.51,81,3.80,77,3.70,75,2.33
M,378,Arter,4.2,4.2,Nott'm Forest,0,0.00,0,0.01,0,0.02,1,0.03,1,0.03
D,379,Cook,4.4,4.4,Nott'm Forest,39,1.37,34,1.21,13,0.45,14,0.40,20,0.40
F,380,Lyle Taylor,4.2,4.2,Nott'm Forest,0,0.02,0,0.02,1,0.04,0,0.02,1,0.03
M,381,Colback,4.2,4.2,Nott'm Forest,12,0.45,20,0.74,17,0.63,20,0.67,20,0.64
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.3,4.3,Nott'm Forest,1,0.03,3,0.14,2,0.09,2,0.07,2,0.07
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,40,1.31,35,1.14,17,0.57,16,0.41,17,0.33
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,87,2.95,65,2.23,83,2.91,82,2.49,81,2.15
D,388,Worrall,4.2,4.2,Nott'm Forest,84,2.73,65,2.09,72,2.36,71,1.76,68,1.12
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.7,4.7,Nott'm Forest,4,0.32,4,0.31,5,0.39,4,0.30,5,0.34
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,1,0.02,5,0.15,1,0.02,0,0.01,0,0.01
F,394,Johnson,5.6,5.6,Nott'm Forest,80,4.00,75,3.64,72,3.75,71,3.06,69,2.51
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.7,5.7,Nott'm Forest,37,2.27,52,3.00,46,2.90,47,2.44,45,1.99
G,398,Henderson,4.7,4.7,Nott'm Forest,89,3.70,88,3.63,87,3.60,87,3.32,85,3.05
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,5,0.33,9,0.53,7,0.43,7,0.47,9,0.47
G,401,McCarthy,4.3,4.3,Southampton,8,0.32,19,0.76,29,1.05,26,1.10,29,1.05
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,10,0.25,10,0.35,11,0.24,12,0.30,11,0.31
M,405,S.Armstrong,4.7,4.7,Southampton,0,0.00,4,0.22,34,1.51,40,1.92,44,1.68
M,406,Elyounoussi,5.2,5.2,Southampton,73,3.30,69,3.29,59,2.54,57,2.86,58,2.21
M,407,Ward-Prowse,6.2,6.2,Southampton,87,3.53,85,3.59,82,3.08,81,3.55,81,2.68
F,408,A.Armstrong,5.5,5.5,Southampton,26,1.45,24,1.38,20,1.12,18,1.15,22,1.09
D,409,Walker-Peters,4.4,4.4,Southampton,83,2.75,78,2.56,76,1.99,73,2.87,73,1.54
D,410,Bednarek,4.2,4.2,Aston Villa,5,0.17,0,0.00,9,0.34,10,0.25,12,0.36
F,411,Adams,6.3,6.3,Southampton,66,3.05,61,2.90,59,2.53,60,2.91,56,2.12
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,75,2.26,76,2.24,49,1.13,49,1.73,45,0.89
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.3,4.3,Southampton,19,0.80,16,0.69,11,0.46,12,0.50,12,0.47
D,417,Perraud,4.3,4.3,Southampton,65,2.70,63,2.64,53,1.85,47,2.32,45,1.32
M,418,Djenepo,5.0,5.0,Southampton,23,1.09,25,1.22,15,0.75,15,0.80,14,0.66
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.01,3,0.11,8,0.35,13,0.37
D,420,Salisu,4.4,4.4,Southampton,85,2.63,63,1.95,81,1.93,77,2.83,76,1.46
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,82,3.16,71,2.73,61,2.19,64,2.65,60,2.12
D,423,Bella-Kotchap,4.5,4.5,Southampton,0,0.00,9,0.35,64,1.82,73,3.01,74,1.67
G,424,Caballero,3.9,3.9,Southampton,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
G,425,Lloris,5.5,5.5,Spurs,89,6.54,88,3.51,87,3.15,87,3.50,86,3.72
G,426,Forster,3.9,3.9,Spurs,1,0.06,2,0.09,3,0.12,3,0.14,4,0.16
F,427,Kane,11.6,11.6,Spurs,81,8.51,82,5.43,82,4.33,81,5.51,81,5.86
M,428,Son,11.6,11.6,Spurs,85,8.43,79,4.94,71,3.52,72,4.58,70,4.80
D,429,Doherty,4.6,4.6,Spurs,65,3.86,61,2.68,60,1.81,58,2.64,56,2.93
D,430,Dier,5.2,5.2,Spurs,86,3.86,82,2.81,80,1.85,78,2.82,78,3.25
M,431,Lucas Moura,5.8,5.8,Spurs,2,0.20,5,0.35,7,0.41,10,0.65,12,0.78
D,432,Davies,4.8,4.8,Spurs,23,1.18,27,1.00,26,0.67,29,1.11,29,1.27
M,433,Højbjerg,5.5,5.5,Spurs,83,4.79,80,2.63,77,2.21,75,2.48,74,2.61
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.3,4.3,Spurs,7,0.31,9,0.28,10,0.26,11,0.41,13,0.54
D,436,R.Sessegnon,4.5,4.5,Spurs,34,2.45,38,1.82,36,1.28,33,1.64,38,2.06
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.9,3.9,Spurs,5,0.33,9,0.33,9,0.26,12,0.46,15,0.62
M,440,Bentancur,5.4,5.4,Spurs,35,2.16,73,2.37,74,2.11,71,2.36,73,2.52
M,441,Skipp,4.3,4.3,Spurs,23,1.71,11,0.47,11,0.45,12,0.51,13,0.56
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,85,3.61,82,2.63,80,1.69,78,2.64,77,3.03
M,444,Bissouma,4.7,4.7,Spurs,58,3.42,34,1.25,35,1.15,36,1.29,34,1.31
D,445,Emerson Royal,4.9,4.9,Spurs,17,1.16,21,0.93,18,0.62,21,0.95,21,1.08
M,446,Kulusevski,7.9,7.9,Spurs,52,4.25,58,2.87,47,1.98,45,2.35,44,2.42
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.5,5.5,Spurs,66,4.62,60,3.22,59,2.08,59,3.16,56,3.44
M,449,White,4.4,4.4,Spurs,1,0.06,0,0.01,0,0.00,0,0.00,0,0.00
M,450,Sarr,4.3,4.3,Spurs,2,0.21,1,0.04,1,0.07,3,0.13,2,0.12
G,451,Austin,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
M,452,Devine,4.3,4.3,Spurs,0,0.04,0,0.01,0,0.00,0,0.01,0,0.01
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,2,0.20,12,0.68,42,1.95,46,2.50,46,2.65
G,455,Fabianski,5.0,5.0,West Ham,89,3.72,88,3.97,89,3.30,87,3.51,87,3.18
D,456,Ogbonna,4.4,4.4,West Ham,6,0.22,6,0.26,2,0.08,3,0.10,3,0.09
D,457,Cresswell,4.8,4.8,West Ham,72,2.94,67,3.36,63,1.76,64,2.38,65,1.81
F,458,Antonio,7.0,7.0,West Ham,37,1.93,28,1.71,25,1.21,26,1.39,25,1.28
D,459,Dawson,4.8,4.8,West Ham,41,1.49,38,1.67,23,0.61,25,0.85,22,0.57
M,460,Lanzini,5.1,5.1,West Ham,6,0.36,8,0.49,7,0.38,9,0.48,9,0.49
D,461,Zouma,4.4,4.4,West Ham,10,0.37,35,1.58,78,2.01,76,2.58,76,1.88
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.1,4.1,West Ham,50,1.86,60,2.72,49,1.33,49,1.73,48,1.26
M,464,Benrahma,5.6,5.6,West Ham,53,2.72,52,3.07,50,2.19,49,2.44,49,2.26
M,465,Bowen,8.0,8.0,West Ham,77,3.67,72,4.03,72,2.87,71,3.27,69,2.91
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.8,4.8,West Ham,86,2.63,82,2.79,82,2.24,82,2.42,79,2.19
M,468,Soucek,5.2,5.2,West Ham,80,2.85,77,3.12,77,2.44,75,2.59,75,2.43
M,469,Fornals,5.0,5.0,West Ham,24,1.11,23,1.18,21,0.88,21,0.94,25,1.05
D,470,Diop,4.3,4.3,Fulham,49,1.05,50,1.40,51,1.15,49,2.05,51,1.21
D,471,Johnson,4.4,4.4,West Ham,16,0.62,11,0.47,8,0.26,8,0.31,11,0.33
D,472,Aguerd,4.8,4.8,West Ham,75,2.81,71,3.27,54,1.40,53,1.80,54,1.34
G,473,Areola,4.3,4.3,West Ham,1,0.04,2,0.07,1,0.04,2,0.10,2,0.09
D,474,Boly,4.2,4.2,Nott'm Forest,32,1.14,49,1.68,69,2.44,64,1.71,62,1.06
D,475,Coady,5.0,5.0,Everton,82,2.95,76,2.04,73,1.57,71,1.12,71,2.55
F,476,Jiménez,6.7,6.7,Wolves,24,1.46,18,0.79,20,1.06,19,1.31,19,1.36
D,477,Jonny,4.4,4.4,Wolves,19,0.80,33,0.71,34,0.96,43,1.80,43,2.11
G,478,Sá,5.0,5.0,Wolves,89,3.76,87,3.13,87,3.16,86,4.04,86,3.98
M,479,Dendoncker,4.7,4.7,Aston Villa,0,0.00,29,1.11,23,0.97,20,0.69,23,0.83
M,480,Neves,5.5,5.5,Wolves,86,3.02,85,2.17,86,2.65,80,3.16,77,3.22
M,481,Hwang,5.7,5.7,Wolves,54,2.74,53,1.93,51,2.25,51,2.83,53,3.08
D,482,Semedo,5.0,5.0,Wolves,79,2.98,66,1.23,71,1.76,69,2.77,70,3.36
M,483,Podence,5.3,5.3,Wolves,58,2.80,56,1.96,59,2.43,61,3.17,62,3.38
D,484,Kilman,4.4,4.4,Wolves,87,3.01,81,1.26,82,1.78,78,2.83,78,3.45
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,487,Aït-Nouri,4.2,4.2,Wolves,15,0.55,20,0.42,21,0.57,18,0.75,18,0.88
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,12,0.42,16,0.32,16,0.40,17,0.63,16,0.71
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,41,1.92,42,1.51,41,1.73,39,2.06,40,2.10
G,492,Šarkić,3.9,3.9,Wolves,1,0.03,2,0.09,2,0.08,3,0.14,4,0.16
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,71,3.47,66,3.16,64,3.22,61,2.55,59,2.10
D,494,Mosquera,3.9,3.9,Wolves,1,0.04,1,0.04,2,0.06,3,0.13,3,0.12
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.9,3.9,Liverpool,0,0.00,0,0.01,0,0.00,0,0.01,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.9,3.9,Liverpool,0,0.01,2,0.10,4,0.17,6,0.32,4,0.16
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.01,0,0.00,0,0.02,0,0.00
M,503,Moutinho,4.7,4.7,Wolves,78,2.77,75,2.04,72,2.31,69,2.78,68,2.79
D,504,Malacia,4.2,4.2,Man Utd,15,1.07,18,0.55,14,1.06,16,0.67,17,0.80
M,505,Rothwell,4.9,4.9,Bournemouth,19,0.80,16,0.79,15,0.60,16,0.68,18,0.73
M,506,Adams,4.9,4.9,Leeds,85,2.21,84,2.30,81,3.41,79,2.02,77,2.09
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,0.00,4,0.14,22,0.79,27,0.76,26,0.50
M,508,Sinisterra,6.5,6.5,Leeds,0,0.00,2,0.13,27,2.31,39,1.94,50,2.56
M,509,Downes,4.3,4.3,West Ham,15,0.58,18,0.72,18,0.65,21,0.78,21,0.73
D,510,Hickey,4.9,4.9,Brentford,1,0.05,24,0.86,69,3.12,71,1.39,68,2.89
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,1,0.03,3,0.09,5,0.13
M,512,Aribo,5.2,5.2,Southampton,45,1.90,38,1.67,31,1.33,28,1.31,25,1.04
D,513,Lenglet,4.8,4.8,Spurs,68,3.09,64,2.16,67,1.52,64,2.24,60,2.43
M,514,C.Doucouré,5.0,5.0,Crystal Palace,75,4.07,68,2.00,79,2.01,77,2.22,77,2.16
M,515,Lewis-Potter,5.2,5.2,Brentford,18,1.16,19,1.07,20,1.25,20,0.89,18,1.10
