Pos,ID,Name,BV,SV,Team,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts
D,1,Cédric,4.2,4.2,Fulham,13,0.41,17,0.75,17,0.51,18,0.77,20,0.69
G,2,Leno,4.5,4.5,Fulham,89,3.31,88,3.84,86,3.17,86,3.68,85,3.23
M,3,Xhaka,5.0,5.0,Arsenal,78,2.96,76,5.34,72,2.56,71,3.08,68,3.01
M,4,Elneny,4.1,4.1,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,5,Holding,4.2,4.2,Arsenal,1,0.04,1,0.13,3,0.12,3,0.15,3,0.16
M,6,Partey,4.7,4.7,Arsenal,47,1.80,68,4.76,69,2.43,67,2.84,64,2.77
M,7,Ødegaard,6.9,6.9,Arsenal,83,4.83,80,8.46,78,4.11,78,5.12,76,5.28
D,8,Tierney,4.6,4.6,Arsenal,18,0.98,19,1.82,20,1.01,22,1.35,21,1.30
M,9,Pépé,5.3,5.3,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,10,White,4.7,4.7,Arsenal,74,3.87,73,6.49,72,3.41,71,4.09,73,4.35
F,11,Nketiah,6.7,6.7,Arsenal,78,4.90,76,8.66,74,4.15,75,5.29,66,4.97
M,12,Smith Rowe,5.6,5.6,Arsenal,1,0.04,7,0.86,15,0.87,23,1.62,21,1.52
M,13,Saka,8.2,8.1,Arsenal,84,5.46,79,9.47,78,4.65,75,5.63,73,5.82
D,14,Tomiyasu,4.2,4.2,Arsenal,26,1.34,30,2.66,34,1.61,39,2.23,38,2.20
G,15,Ramsdale,4.9,4.9,Arsenal,88,4.23,86,7.63,86,3.92,85,4.58,85,4.45
D,16,Gabriel,5.2,5.2,Arsenal,81,4.52,80,7.38,77,3.82,77,4.67,74,4.85
D,17,Tavares,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,18,Sambi,4.3,4.3,Crystal Palace,23,0.79,34,1.17,34,1.16,34,1.11,33,1.31
M,19,Martinelli,6.7,6.7,Arsenal,72,4.48,70,7.86,70,3.88,66,4.58,64,4.76
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,21,Maitland-Niles,4.8,4.8,Southampton,10,0.43,9,0.39,10,0.44,10,0.44,12,0.53
M,22,Torreira,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,23,Nelson,4.7,4.7,Arsenal,0,0.00,0,0.00,1,0.10,5,0.36,9,0.67
G,24,Turner,3.9,3.9,Arsenal,2,0.08,4,0.33,4,0.18,4,0.24,4,0.23
M,25,Fábio Vieira,5.6,5.6,Arsenal,18,1.03,19,2.06,19,1.01,16,1.10,18,1.22
D,26,Saliba,5.3,5.3,Arsenal,85,3.98,79,6.25,78,3.37,74,3.84,75,4.11
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,28,Jesus,7.9,7.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,15,1.12
M,29,Coutinho,6.6,6.6,Aston Villa,32,2.11,26,1.20,28,1.44,28,1.58,29,1.85
F,30,Ings,6.4,6.4,West Ham,22,1.06,42,2.30,42,2.14,33,2.14,31,1.61
G,31,Martínez,4.9,4.9,Aston Villa,88,3.85,88,3.19,87,3.35,87,3.76,86,3.96
D,32,Chambers,4.2,4.2,Aston Villa,6,0.24,13,0.24,18,0.50,18,0.67,14,0.62
D,33,Digne,4.6,4.6,Aston Villa,20,0.99,24,0.60,24,0.84,23,1.03,24,1.25
M,34,Traoré,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,35,Olsen,3.9,3.9,Aston Villa,1,0.06,2,0.06,2,0.09,3,0.12,4,0.16
M,36,Sanson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,37,McGinn,5.1,5.1,Aston Villa,20,0.96,56,1.67,52,1.75,52,1.92,53,2.13
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,87,3.23,84,1.37,80,1.98,79,2.74,75,3.11
F,40,Watkins,7.1,7.1,Aston Villa,85,4.77,84,2.99,81,3.35,78,3.62,79,4.22
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,68,3.84,63,2.34,59,2.52,62,2.94,59,3.22
D,43,Cash,4.6,4.6,Aston Villa,47,1.99,53,0.98,56,1.56,61,2.33,60,2.69
D,44,Konsa,4.4,4.4,Aston Villa,87,3.36,83,1.39,82,2.11,75,2.78,59,2.56
M,45,Bailey,4.5,4.5,Aston Villa,70,4.07,65,2.44,62,2.71,61,3.04,61,3.43
M,46,Douglas Luiz,4.8,4.8,Aston Villa,76,2.61,70,1.87,68,2.02,67,2.18,66,2.32
M,47,Ramsey,5.2,5.2,Aston Villa,63,3.00,55,1.86,58,2.19,58,2.39,58,2.71
M,48,Chukwuemeka,4.3,4.3,Chelsea,37,1.72,11,0.52,7,0.42,4,0.29,6,0.40
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,0,0.00,0,0.00,0,0.00,8,0.32,31,1.38
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,84,2.47,79,1.87,78,2.01,73,2.07,72,2.19
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.4,4.4,Bournemouth,83,1.52,78,1.84,75,1.97,70,1.21,69,1.33
M,58,Stanislas,4.8,4.8,Bournemouth,0,0.00,0,0.00,1,0.05,3,0.21,5,0.33
D,59,Fredericks,4.4,4.4,Bournemouth,0,0.00,0,0.00,5,0.19,15,0.41,27,0.77
M,60,Brooks,5.3,5.3,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.01,1,0.05
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,5.2,5.2,Bournemouth,72,2.73,50,1.97,45,1.81,40,1.49,40,1.59
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.8,4.8,Bournemouth,85,2.13,82,2.16,78,2.14,78,1.93,76,2.01
D,65,Stacey,4.3,4.3,Bournemouth,26,0.65,20,0.62,21,0.68,16,0.40,15,0.41
F,66,Solanke,5.5,5.5,Bournemouth,19,0.84,71,2.91,79,3.32,78,2.89,78,3.01
M,67,Cook,4.9,4.9,Bournemouth,7,0.27,44,1.40,67,1.99,66,1.79,66,1.92
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,64,2.23,36,1.49,25,1.12,25,1.02,26,1.13
M,70,Billing,5.1,5.1,Bournemouth,41,1.44,68,2.37,73,2.61,73,2.27,72,2.41
D,71,Mepham,4.4,4.4,Bournemouth,62,1.12,57,1.29,56,1.39,53,0.90,53,0.99
G,72,Travers,4.3,4.3,Bournemouth,1,0.05,4,0.16,3,0.12,4,0.15,4,0.16
D,73,Kelly,4.3,4.3,Bournemouth,84,1.49,80,1.83,79,2.00,76,1.24,77,1.40
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,64,2.36,43,1.80,29,1.33,28,1.20,29,1.28
D,76,Zemura,4.4,4.4,Bournemouth,48,1.05,45,1.22,39,1.18,37,0.78,32,0.77
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,6,0.27,22,0.48,36,1.58,0,0.00,41,1.62
M,79,Nørgaard,5.3,5.3,Brentford,80,3.03,79,2.25,77,2.88,0,0.00,72,2.71
F,80,Toney,7.7,7.7,Brentford,87,5.24,83,3.13,61,3.57,0,0.00,59,3.69
G,81,Raya,4.7,4.7,Brentford,89,4.01,87,3.18,86,3.92,0,0.00,86,3.68
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.2,4.2,Brentford,46,2.41,42,1.66,42,2.21,0,0.00,42,2.24
