Pos,ID,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,1,Cédric,4.2,4.2,Fulham,19,0.99,18,0.72,19,0.76,19,0.83,21,0.56
G,2,Leno,4.6,4.6,Fulham,87,6.10,88,3.57,88,3.58,84,3.63,85,3.00
M,3,Xhaka,4.8,4.8,Arsenal,75,2.80,71,2.30,69,2.54,69,2.79,70,2.87
M,4,Elneny,4.1,4.1,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,5,Holding,4.2,4.2,Arsenal,58,2.48,50,1.57,41,1.63,36,1.71,27,1.41
M,6,Partey,4.7,4.7,Arsenal,69,2.44,68,2.16,68,2.39,69,2.64,66,2.58
M,7,Ødegaard,6.6,6.6,Arsenal,80,4.26,80,3.67,76,4.13,77,4.53,73,4.42
D,8,Tierney,4.6,4.6,Arsenal,22,1.07,25,0.97,27,1.27,26,1.39,28,1.61
M,9,Pépé,5.3,5.3,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,10,White,5.0,5.0,Arsenal,85,3.62,80,2.48,80,3.10,78,3.71,79,4.00
F,11,Nketiah,6.4,6.4,Arsenal,7,0.42,9,0.48,14,0.87,15,0.95,17,1.13
M,12,Smith Rowe,5.6,5.6,Arsenal,4,0.34,6,0.40,8,0.60,9,0.66,10,0.69
M,13,Saka,8.3,8.3,Arsenal,82,5.11,80,4.30,76,4.97,76,5.38,76,5.51
D,14,Tomiyasu,4.2,4.2,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,15,Ramsdale,4.8,4.8,Arsenal,89,3.86,88,3.37,86,3.57,86,3.91,86,4.09
D,16,Gabriel,5.3,5.3,Arsenal,86,3.80,81,2.59,81,3.26,79,3.85,77,4.05
D,17,Tavares,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,18,Sambi,4.3,4.3,Crystal Palace,21,0.85,20,0.78,19,0.84,20,0.82,21,0.89
M,19,Martinelli,6.8,6.8,Arsenal,75,4.29,72,3.60,67,3.97,70,4.49,66,4.39
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,21,Maitland-Niles,4.8,4.8,Southampton,38,1.17,34,1.18,32,1.15,32,1.03,32,1.06
M,22,Torreira,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,23,Nelson,4.7,4.7,Arsenal,7,0.45,10,0.57,10,0.68,8,0.57,11,0.79
G,24,Turner,3.8,3.8,Arsenal,1,0.06,2,0.09,4,0.15,4,0.17,4,0.18
M,25,Fábio Vieira,5.6,5.6,Arsenal,5,0.38,10,0.54,13,0.78,13,0.84,16,1.04
D,26,Saliba,5.0,5.0,Arsenal,14,0.60,26,0.78,39,1.45,51,2.32,61,2.94
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,28,Jesus,8.1,8.1,Arsenal,67,3.92,68,3.54,66,4.13,64,4.32,63,4.32
M,29,Coutinho,6.6,6.6,Aston Villa,0,0.00,6,0.36,24,1.51,38,1.91,46,2.61
F,30,Ings,6.4,6.4,West Ham,48,4.38,45,2.44,45,2.30,45,2.87,44,2.41
G,31,Martínez,5.0,5.0,Aston Villa,88,3.19,88,3.65,87,3.53,86,3.03,86,3.39
D,32,Chambers,4.2,4.2,Aston Villa,25,0.70,28,1.08,19,0.73,10,0.26,9,0.31
D,33,Digne,4.5,4.5,Aston Villa,27,1.01,19,0.91,16,0.79,15,0.56,16,0.73
M,34,Traoré,4.9,4.9,Aston Villa,34,1.66,31,1.68,21,1.31,10,0.59,10,0.61
G,35,Olsen,3.9,3.9,Aston Villa,2,0.07,2,0.07,3,0.10,3,0.12,4,0.14
M,36,Sanson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,37,McGinn,5.1,5.1,Aston Villa,84,2.84,79,2.89,74,2.94,71,2.40,71,2.72
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.7,4.7,Aston Villa,84,1.92,81,2.82,80,2.72,79,1.57,78,2.37
F,40,Watkins,7.8,7.5,Aston Villa,86,4.15,86,4.46,84,4.81,84,3.77,83,4.40
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,78,3.51,76,3.83,71,4.00,69,3.06,65,3.40
D,43,Cash,4.6,4.6,Aston Villa,0,0.00,7,0.29,27,1.06,51,1.17,61,2.05
D,44,Konsa,4.4,4.4,Aston Villa,79,1.86,82,2.85,79,2.73,79,1.62,80,2.46
M,45,Bailey,4.3,4.3,Aston Villa,0,0.00,7,0.39,24,1.43,33,1.61,38,2.11
M,46,Douglas Luiz,4.8,4.8,Aston Villa,83,2.44,77,2.53,74,2.52,70,2.07,68,2.26
M,47,Ramsey,5.3,5.3,Aston Villa,71,2.85,66,2.95,60,2.93,53,2.18,48,2.30
M,48,Chukwuemeka,4.2,4.2,Chelsea,6,0.37,6,0.40,8,0.49,7,0.79,7,0.42
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,19,0.51,16,0.59,18,0.67,20,0.48,17,0.58
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,0,0.00,8,0.29,34,1.09,63,1.68,70,2.03
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.3,4.3,Bournemouth,79,2.60,77,2.02,74,2.12,72,1.61,72,2.20
M,58,Stanislas,4.8,4.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,59,Fredericks,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,60,Brooks,5.3,5.3,Bournemouth,4,0.33,5,0.32,4,0.30,5,0.37,5,0.36
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,4.9,4.9,Bournemouth,2,0.11,2,0.09,3,0.16,4,0.23,4,0.22
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.7,4.7,Bournemouth,79,2.53,79,2.22,76,2.17,72,2.09,72,2.12
D,65,Stacey,4.2,4.2,Bournemouth,15,0.58,11,0.38,12,0.42,13,0.39,15,0.54
F,66,Solanke,5.6,5.5,Bournemouth,84,4.85,82,3.71,79,3.52,79,3.69,78,3.63
M,67,Cook,4.9,4.9,Bournemouth,24,0.93,21,0.78,22,0.80,20,0.74,22,0.82
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,59,2.74,54,2.17,48,1.97,50,2.07,50,2.07
M,70,Billing,5.2,5.2,Bournemouth,81,3.61,76,2.82,74,2.75,74,2.74,72,2.74
D,71,Mepham,4.3,4.3,Bournemouth,57,1.76,51,1.24,51,1.38,54,1.11,48,1.38
G,72,Travers,4.2,4.2,Bournemouth,1,0.04,2,0.06,4,0.14,2,0.08,3,0.12
D,73,Kelly,4.3,4.3,Bournemouth,80,2.57,78,2.00,73,2.06,73,1.60,73,2.19
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,37,1.86,30,1.38,28,1.31,28,1.29,29,1.37
D,76,Zemura,4.3,4.3,Bournemouth,0,0.00,1,0.04,0,0.00,2,0.05,1,0.04
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,79,Nørgaard,5.3,5.3,Brentford,0,0.00,11,0.37,42,1.56,58,1.89,72,2.13
F,80,Toney,7.6,7.6,Brentford,78,4.94,68,2.94,55,3.10,41,1.91,29,1.18
G,81,Raya,4.9,4.9,Brentford,89,4.11,88,3.14,88,3.76,87,3.22,87,3.15
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,39,2.11,39,1.64,38,1.90,32,1.49,32,1.38
D,84,Ajer,4.5,4.5,Brentford,10,0.48,25,0.61,37,1.54,41,1.22,42,1.04
D,85,Henry,4.5,4.5,Brentford,80,3.79,79,1.71,75,2.99,73,2.06,74,1.73
M,86,Janelt,5.5,5.5,Brentford,57,2.43,55,1.87,51,2.01,52,1.85,47,1.62
M,87,Ghoddos,4.8,4.8,Brentford,4,0.30,5,0.30,6,0.34,7,0.40,7,0.38
M,88,Jensen,4.8,4.8,Brentford,74,3.38,72,2.49,69,2.93,67,2.57,67,2.34
M,89,Wissa,5.3,5.3,Brentford,35,2.25,36,1.77,42,2.59,48,2.49,49,2.27
D,90,Roerslev,4.3,4.3,Brentford,21,1.02,20,0.52,16,0.64,18,0.54,19,0.50
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,85,4.11,82,1.74,80,3.23,79,2.22,80,1.83
M,93,Onyeka,4.8,4.8,Brentford,50,2.20,50,1.77,40,1.72,35,1.43,34,1.28
M,94,Baptiste,4.5,4.5,Brentford,21,1.06,17,0.78,14,0.70,16,0.76,14,0.63
F,95,Mbeumo,5.7,5.7,Brentford,75,4.05,76,3.06,72,3.75,73,3.27,74,2.97
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,6,0.57,15,1.41,21,1.00
G,102,Steele,3.9,3.9,Brighton,87,7.45,87,4.12,88,6.43,86,7.31,85,3.36
F,103,Welbeck,6.5,6.5,Brighton,45,5.36,44,2.79,37,3.73,38,4.54,40,2.17
M,104,Groß,5.4,5.4,Brighton,76,7.09,78,3.92,76,5.61,76,6.89,76,3.14
D,105,Duffy,4.3,4.3,Fulham,0,0.00,0,0.00,2,0.08,2,0.11,2,0.07
D,106,Dunk,4.8,4.8,Brighton,83,7.24,84,4.49,84,4.53,83,6.85,81,2.84
M,107,March,5.3,5.3,Brighton,78,8.26,80,4.56,78,6.24,75,7.52,76,3.47
D,108,Webster,4.5,4.5,Brighton,34,3.14,20,1.02,21,1.19,23,1.90,27,0.96
D,109,Veltman,4.6,4.6,Brighton,53,4.55,59,3.10,53,3.00,51,4.27,49,1.73
F,110,Maupay,5.6,5.6,Everton,12,0.70,10,0.56,12,0.62,15,0.78,16,1.03
M,111,Trossard,6.6,6.6,Arsenal,43,2.76,42,2.38,43,2.84,42,3.06,41,3.02
D,112,Cucurella,4.9,4.9,Chelsea,0,0.00,0,0.00,2,0.13,18,1.36,21,0.99
G,113,Sánchez,4.5,4.5,Brighton,3,0.29,3,0.16,2,0.17,4,0.31,5,0.20
D,114,Lamptey,4.2,4.2,Brighton,0,0.00,4,0.19,19,1.34,23,2.05,27,1.09
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.5,5.4,Brighton,78,8.85,79,4.94,77,6.68,76,8.32,75,3.64
M,117,Moder,4.4,4.4,Brighton,1,0.14,2,0.15,3,0.30,2,0.27,3,0.19
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,3,0.39,5,0.74,7,0.45
M,120,Caicedo,5.0,5.0,Brighton,82,5.09,77,2.61,78,4.17,76,4.72,77,2.21
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,17,2.49,9,0.69,9,1.11,9,1.32,9,0.63
M,124,Mitoma,5.6,5.5,Brighton,79,8.71,79,4.82,77,6.52,75,7.99,74,3.55
F,125,Enciso,4.6,4.6,Brighton,44,4.67,27,1.44,26,2.34,25,2.62,26,1.24
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.7,4.7,Chelsea,31,0.96,35,1.69,33,1.79,27,1.64,26,1.10
D,128,Thiago Silva,5.4,5.4,Chelsea,79,2.02,74,3.34,70,3.70,65,3.16,66,2.49
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.7,5.7,Arsenal,27,1.10,27,1.01,30,1.21,29,1.24,29,1.26
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,58,1.85,58,2.26,58,2.49,55,3.45,55,1.98
G,133,Arrizabalaga,4.6,4.6,Chelsea,85,3.14,83,3.70,83,4.07,82,6.05,83,3.47
M,134,Kanté,4.8,4.8,Chelsea,67,2.06,64,2.39,61,2.48,61,3.76,59,2.03
M,135,Ziyech,5.5,5.5,Chelsea,9,0.54,10,0.73,11,0.82,11,1.16,9,0.62
M,136,Loftus-Cheek,5.0,5.0,Chelsea,37,1.46,39,1.75,36,1.76,30,2.44,28,1.24
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,78,2.36,78,4.27,77,5.00,73,4.27,70,3.15
M,140,Pulisic,5.6,5.6,Chelsea,24,1.19,23,1.38,23,1.52,23,2.21,24,1.35
D,141,Chalobah,4.4,4.4,Chelsea,57,1.40,52,2.27,45,2.38,33,1.69,34,1.31
M,142,Mount,7.2,7.2,Chelsea,0,0.00,0,0.00,0,0.00,8,0.91,11,0.71
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.4,7.4,Chelsea,24,1.24,53,3.33,55,3.87,52,4.83,50,2.83
D,146,James,5.8,5.8,Chelsea,0,0.00,0,0.00,0,0.00,13,1.04,17,0.86
G,147,Mendy,4.8,4.8,Chelsea,5,0.17,7,0.32,7,0.31,7,0.53,7,0.27
M,148,Gallagher,5.6,5.6,Chelsea,26,1.18,24,1.36,27,1.62,29,2.47,26,1.28
M,149,Gilmour,4.2,4.2,Brighton,12,1.14,13,0.62,10,0.89,10,0.93,10,0.44
F,150,Broja,5.2,5.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,6,0.26,11,0.41,15,0.67,20,0.84,22,1.02
D,153,Tomkins,3.9,3.9,Crystal Palace,2,0.05,3,0.08,6,0.23,7,0.22,8,0.32
M,154,McArthur,4.8,4.8,Crystal Palace,8,0.39,5,0.22,5,0.28,7,0.31,7,0.36
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,70,2.49,69,1.74,65,2.74,65,2.19,64,2.80
D,157,Clyne,4.5,4.5,Crystal Palace,2,0.08,9,0.28,17,0.78,18,0.68,19,0.88
M,158,Milivojevic,4.2,4.2,Crystal Palace,24,1.12,22,0.95,24,1.14,23,0.99,25,1.17
